RecordID_Int,Basement,BasementGarage,Bedrooms,BasementType,ExternalWalls,FinishedBasement,Flooring,Fireplace,FullBathrooms,Grade,HalfBathrooms,Heating,NumberOfStories,ParcelNumber,Roof,SquareFootageFinishedLiving,StreetName,StreetNumber,Style,TotalRooms,Unit,UseCode,YearBuilt
10271,1032,0,4,Full Basement,Wood,872,Hardwood,1,2,C,0,Forced Air,1.00,47A104000,Shingles,1032,AGNESE ST,1206,1 Story,9,,Single Family,1960
10272,1348,0,2,Full Basement,Vinyl,521,Hardwood,1,2,C,0,Forced Air,1.00,47A105000,Arch Shingles,1036,AGNESE ST,1204,1 Sty (Avg),7,,Single Family,1960
10273,1032,0,3,Full Basement,Wood,588,Hardwood,1,2,C +,0,Forced Air,1.00,47A106000,Arch Shingles,1032,ELIZABETH AVE,701,1 Story,7,,Single Family-1 Conversion,1959
10274,200,0,3,Partial Basement,Wood,,Hardwood,1,1,C,1,Forced Air,1.00,47A107000,Shingles,1262,HOLMES AVE,1217,1 Story,6,,Single Family,1965
10275,1025,0,3,Full Basement,Brick Veneer,918,Hardwood,0,2,C,1,Forced Air,1.00,47A108000,Shingles,1025,HOLMES AVE,1219,1 Story,8,,Single Family,1966
10276,1025,0,5,Full Basement,Brick Veneer,918,Hardwood,1,3,C,0,Forced Air,1.00,47A109000,Shingles,1025,HOLMES AVE,1221,1 Story,8,,Single Family,1965
10277,1075,0,4,Full Basement,Brick Veneer,1075,Hardwood,2,2,C,1,Heat Pump,1.00,47A110000,Shingles,1075,HOLMES AVE,1223,1 Story,6,,Single Family-1 Conversion,1964
10278,1025,0,4,Full Basement,Brick Veneer,806,Hardwood,2,2,C,1,Forced Air,1.00,47A111000,Arch Shingles,1025,HOLMES AVE,1225,1 Sty (Avg),7,,Single Family,1969
10279,,0,3,No Basement,Wood,,Hardwood,0,1,C -,0,Forced Air,1.00,47A112000,Shingles,950,HOLMES AVE,1227,1 Story,5,,Single Family,1965
10280,1075,0,3,Full Basement,Brick Veneer,534,Hardwood,1,2,C,0,Forced Air,1.00,47A113000,Shingles,1075,HOLMES AVE,1229,1 Story,7,,Single Family,1963
10281,1075,0,3,Full Basement,Brick Veneer,354,Hardwood,1,2,C,0,Forced Air,1.00,47A114000,Shingles,1075,HOLMES AVE,1231,1 Story,5,,Single Family,1964
10282,1075,0,3,Full Basement,Brick Veneer,688,Hardwood,1,1,C,1,Forced Air,1.00,47A115000,Shingles,1075,HOLMES AVE,1233,1 Story,7,,Single Family-1 Conversion,1963
10283,1075,0,3,Full Basement,Brick Veneer,283,Hardwood,1,1,C,1,Forced Air,1.00,47A116000,Shingles,1075,HOLMES AVE,1235,1 Sty (Avg),5,,Single Family,1963
10284,1075,0,3,Full Basement,Brick Veneer,,Hardwood,1,1,C,1,Forced Air,1.00,47A117000,Shingles,1075,HOLMES AVE,1237,1 Story,5,,Single Family,1963
10285,1075,0,3,Full Basement,Brick Veneer,530,Hardwood,1,1,C +,1,Heat Pump,1.00,47A118000,Arch Shingles,1075,HOLMES AVE,1241,1 Story,7,,Single Family,1963
10286,1075,0,3,Partial Basement,Brick Veneer,,Hardwood,1,1,C,1,Forced Air,1.00,47A119000,Arch Shingles,1315,HOLMES AVE,1243,1 Story,7,,Single Family,1963
10287,1075,0,3,Full Basement,Brick Veneer,530,Hardwood,1,1,C,1,Forced Air,1.00,47A120000,Shingles,1075,HOLMES AVE,1245,1 Story,6,,Single Family,1963
10288,1075,0,4,Full Basement,Brick Veneer,530,Tile,0,1,C,1,Heat Pump,1.00,47A121000,Shingles,1075,HOLMES AVE,1248,1 Story,8,,Single Family,1962
10289,1075,0,3,Full Basement,Brick Veneer,609,Hardwood,0,2,C++,0,Forced Air,1.00,47A122000,Shingles,1075,HOLMES AVE,1246,1 Sty w/ Bsmt,5,,Single Family,1962
10290,1075,0,3,Full Basement,Brick Veneer,531,Hardwood,0,1,C,0,Forced Air,1.00,47A123000,Shingles,1075,HOLMES AVE,1244,1 Story,6,,Single Family,1962
10291,1075,0,4,Full Basement,Brick Veneer,702,Hardwood,1,2,C +,1,Forced Air,1.00,47A124000,Shingles,1075,HOLMES AVE,1242,1 Story,8,,Single Family,1962
10292,1075,0,3,Partial Basement,Brick Veneer,430,Hardwood,1,1,C,1,Forced Air,1.00,47A125000,Arch Shingles,1475,HOLMES AVE,1240,1 Story,6,,Single Family,1964
10293,1075,0,3,Full Basement,Brick Veneer,531,Hardwood,1,1,C,1,Forced Air,1.00,47A126000,Shingles,1075,HOLMES AVE,1238,1 Story,7,,Single Family,1964
10294,1075,0,3,Full Basement,Brick Veneer,,Hardwood,0,1,C,1,Forced Air,1.00,47A127000,Shingles,1075,HOLMES AVE,1236,1 Sty (Avg),5,,Single Family,1964
10295,1008,0,4,Full Basement,Brick Veneer,940,Hardwood,0,2,C,1,Heat Pump,1.00,47A128000,Arch Shingles,1008,HOLMES AVE,1234,1 Sty w/ Bsmt,8,,Single Family,1972
10296,620,0,3,Walkout Basement,Wood,,Hardwood,0,2,C -,0,Heat Pump,2.00,47A129000,Shingles,1240,HOLMES AVE,1232,2 Story,5,,Single Family,2006
10297,544,0,3,Walkout Basement,Wood,,Hardwood,0,2,C,0,Heat Pump,2.00,47A130000,Arch Shingles,1088,HOLMES AVE,1230,2 Story,5,,Single Family,2006
10298,500,0,2,Full Basement,Wood,,W/W Carpet,0,1,C -,1,Forced Air,2.00,47A131000,Shingles,1020,HOLMES AVE,1228,2 Sty Attached,5,B,Single Family Attached,1975
10299,500,0,3,Full Basement,Aluminum,330,W/W Carpet,0,1,C -,1,Forced Air,2.00,47A131100,Arch Shingles,1060,HOLMES AVE,1228,2 Sty Attached,6,A,Single Family Attached,1975
10300,500,0,3,Full Basement,Wood,248,W/W Carpet,0,1,C -,1,Forced Air,2.00,47A132000,Shingles,1040,HOLMES AVE,1226,2 Sty Attached,6,B,Single Family Attached,1975
10301,500,0,2,Full Basement,Wood,,W/W Carpet,0,1,C -,1,Forced Air,2.00,47A132100,Shingles,1020,HOLMES AVE,1226,2 Sty Attached,4,A,Single Family Attached,1975
10302,500,0,2,Full Basement,Vinyl,400,W/W Carpet,0,1,C -,1,Forced Air,2.00,47A133000,Shingles,1020,HOLMES AVE,1224,2 Sty Attached,6,B,Single Family Attached,1975
10303,500,0,3,Full Basement,Vinyl,250,W/W Carpet,0,1,C -,1,Forced Air,2.00,47A133100,Shingles,1040,HOLMES AVE,1224,2 Sty Attached,6,A,Single Family,1975
10304,816,0,4,Full Basement,Aluminum,,Hardwood,0,2,C,0,Baseboard,2.00,47A134000,Shingles,1632,HOLMES AVE,1222,2 Story,8,,Duplex,1973
10305,816,0,4,Full Basement,Aluminum,,Hardwood,0,2,C,0,Baseboard,2.00,47A135000,Shingles,1632,HOLMES AVE,1220,2 Sty Attached,8,,Duplex,1973
10306,1100,0,4,Partial Basement,Masonite,1000,W/W Carpet,1,2,C,1,Baseboard,1.00,47A136000,Shingles,1356,BEECHWOOD DR,614,1 Story,9,,Single Family,1979
10307,,0,3,No Basement,Wood,,Hardwood,1,2,C,0,Heat Pump,1.00,47A137000,Arch Shingles,1608,BEECHWOOD DR,612,1 Sty No Bsmt,6,,Single Family,1979
10308,1012,0,3,Full Basement,Brick Veneer,756,Hardwood,1,1,C,1,Forced Air,1.00,47A138000,Arch Shingles,1012,BEECHWOOD DR,610,1 Sty w/ Bsmt,6,,Single Family,1974
10309,960,0,3,Full Basement,Wood,480,Hardwood,1,1,C,1,Forced Air,1.00,47A139000,Shingles,960,BEECHWOOD DR,608,1 Sty (Avg),6,,Single Family,1974
10310,960,0,3,Walkout Basement,Wood,720,Hardwood,1,1,C,1,Forced Air,1.00,47A140000,Shingles,960,BEECHWOOD DR,606,1 Sty (Avg),6,,Single Family,1973
10311,960,0,3,Full Basement,Vinyl,384,Hardwood,1,2,C,1,Baseboard,1.00,47A141000,Arch Shingles,960,BEECHWOOD DR,604,1 Sty (Avg),7,,Single Family,1974
10312,960,0,3,Full Basement,Brick Veneer,960,Hardwood,1,2,C,0,Baseboard,1.00,47A142000,Arch Shingles,960,BEECHWOOD DR,602,Split-Level (Avg),6,,Single Family,1973
10313,957,0,4,Partial Basement,Hardy Board,600,Hardwood,2,4,B,2,Heat Pump,1.75,47A143000,Arch Shingles,2652,WILDER DR,622,1.5 Story,11,,Single Family,1930
10314,,0,3,No Basement,Wood,,Hardwood,1,2,B,1,Heat Pump,1.66,47A143100,Arch Shingles,1350,WILDER DR,624,1.5 Sty (Avg),7,,Single Family,1980
10315,1311,0,5,Walkout Basement,Brick Veneer,1311,Hardwood,1,3,B -,1,Heat Pump,1.50,47A144000,Arch Shingles,2608,WILDER DR,620,1.5 Sty (Avg),9,,Single Family,1994
10316,,0,3,No Basement,Wood,,Hardwood,1,3,C,0,Heat Pump,2.00,47A145000,Arch Shingles,1672,WILDER DR,701,2 Story,7,,Single Family,1973
10317,,0,3,No Basement,Wood,,Hardwood,1,2,C,1,Forced Air,2.00,47A146000,Shingles,1716,WILDER DR,703,2 Story,7,,Single Family,1973
10318,,0,3,No Basement,Hardy Board,,Hardwood,1,2,C++,1,Forced Air,2.00,47A147000,Arch Shingles,1672,WILDER DR,705,2 Story,7,,Single Family,1973
10319,,0,3,No Basement,Wood,,Hardwood,1,2,C +,1,Heat Pump,2.00,47A148000,Arch Shingles,1672,WILDER DR,707,2 Story,7,,Single Family,1973
10320,,0,3,No Basement,Wood,,Hardwood,1,2,C,1,Forced Air,2.00,47A149000,Shingles,1672,WILDER DR,709,2 Story,7,,Single Family,1973
10321,0,,,,,0,,,,,,,,47A150000,,,AGNESE ST,0,,,,Vacant Land,
10322,1000,0,3,Full Basement,Brick Veneer,,Hardwood,1,1,C +,0,Forced Air,1.00,480001000,Shingles,1000,NORTH AVE,701,1 Story,6,,Single Family,1957
10323,920,0,3,Full Basement,Brick Veneer,920,Hardwood,0,2,C +,0,Forced Air,1.00,480001100,Arch Shingles,920,GLENDALE RD,1002,1 Sty w/ Bsmt,7,,Single Family,1966
10324,1008,0,5,Partial Basement,Wood,640,Hardwood,0,2,C,1,Baseboard,1.00,480001200,Arch Shingles,1008,GLENDALE RD,1004,1 Story,8,,Single Family,1966
10325,1008,0,4,Full Basement,Wood,953,Hardwood,0,2,C,1,Heat Pump,1.00,480001300,Arch Shingles,1008,GLENDALE RD,1006,1 Sty (Avg),7,,Single Family-1 Conversion,1966
10326,903,0,3,Walkout Basement,Brick Veneer,903,Pre-Fab Wood,1,1,C +,0,Forced Air,1.00,480002000,Arch Shingles,903,HOLMES AVE,1009,1 Sty (Avg),9,,Single Family,1955
10327,962,0,3,Full Basement,Brick Veneer,,Hardwood,1,1,C,0,Forced Air,1.00,480002100,Shingles,962,HOLMES AVE,1011,1 Story,5,,Single Family,1955
10328,1045,0,3,Full Basement,Brick Veneer,318,Hardwood,1,1,C,0,Forced Air,1.00,480002200,Arch Shingles,925,HOLMES AVE,1013,1 Story,6,,Single Family,1953
10329,900,0,3,Full Basement,Brick Veneer,459,Hardwood,1,2,C,0,Forced Air,1.00,480002300,Shingles,900,HOLMES AVE,1015,1 Story,8,,Single Family-1 Conversion,1955
10330,936,0,3,Full Basement,Brick Veneer,503,Hardwood,1,2,C,0,Forced Air,1.00,480002400,Shingles,936,HOLMES AVE,1017,1 Story,6,,Single Family,1958
10331,926,0,3,Full Basement,Brick Veneer,833,Hardwood,1,1,C,0,Forced Air,1.00,480002500,Shingles,936,HOLMES AVE,1019,1 Story,7,,Single Family,1958
10332,936,0,3,Full Basement,Brick Veneer,254,Hardwood,1,1,C,0,Forced Air,1.00,480002600,Shingles,936,HOLMES AVE,1021,1 Story,6,,Single Family,1958
10333,962,0,4,Walkout Basement,Brick Veneer,900,Hardwood,1,2,C +,0,Forced Air,1.00,480003000,Arch Shingles,962,HOLMES AVE,1007,1 Story,8,,Single Family,1955
10334,1066,0,3,Partial Basement,Brick Veneer,426,Hardwood,1,1,C,1,Forced Air,1.00,480004000,Shingles,1242,HOLMES AVE,1005,1 Story,7,,Single Family,1955
10335,1090,0,4,Full Basement,Brick Veneer,962,Hardwood,1,2,C,0,Forced Air,1.00,480005000,Arch Shingles,962,HOLMES AVE,1003,1 Sty (Avg),9,,Single Family,1955
10336,1082,0,3,Full Basement,Brick Veneer,380,Hardwood,1,2,C,0,Forced Air,1.00,480006000,Arch Shingles,962,HOLMES AVE,1001,1 Story,6,,Single Family,1954
10337,1196,0,3,Full Basement,Wood,1076,W/W Carpet,1,2,C,0,Heat Pump,1.00,480007000,Arch Shingles,1288,NORTH AVE,812,1 Sty (Avg),8,,Single Family,1990
10338,1092,0,3,Full Basement,Brick Veneer,,Hardwood,2,1,C,0,Heat Pump,1.00,480009000,Arch Shingles,1092,NORTH AVE,810,1 Story,6,,Single Family,1954
10339,792,0,2,Full Basement,Brick Veneer,395,Hardwood,1,1,C,0,Forced Air,1.50,480010000,Arch Shingles,1188,NORTH AVE,808,1.5 Story,6,,Single Family,1954
10340,870,0,2,Partial Basement,Brick Veneer,,Hardwood,1,2,C,0,Forced Air,1.00,480011000,Arch Shingles,1038,SHERIDAN AVE,1005,1 Sty w/ Bsmt,5,,Single Family,1952
10341,750,0,2,Full Basement,Brick Veneer,,Hardwood,1,1,C,0,Forced Air,1.00,480012000,Arch Shingles,750,SHERIDAN AVE,1007,1 Sty w/ Bsmt,4,,Single Family,1952
10342,903,0,2,Full Basement,Brick Veneer,442,Hardwood,1,1,C,0,Forced Air,1.00,480013000,Arch Shingles,903,NORTH AVE,801,1 Story,5,,Single Family,1953
10343,848,0,2,Full Basement,Brick Veneer,280,Hardwood,2,1,C,0,Floor Furnace,1.00,480014000,Shingles,848,SHERIDAN AVE,1013,1 Story,5,,Single Family,1952
10344,962,0,3,Full Basement,Brick Veneer,,Hardwood,1,1,C,0,Forced Air,1.00,480015000,Arch Shingles,962,HOLMES AVE,1004,1 Story,5,,Single Family,1954
10345,962,0,3,Full Basement,Brick Veneer,311,Hardwood,1,1,C,0,Forced Air,1.00,480016000,Shingles,962,HOLMES AVE,1006,1 Story,6,,Single Family,1954
10346,903,0,3,Full Basement,Brick Veneer,,Hardwood,1,2,C,0,Forced Air,1.00,480017000,Arch Shingles,903,SHERIDAN AVE,1015,1 Sty (Avg),7,,Single Family,1953
10347,,No dat,1,No Basement,Board & Batten,,Pre-Fab Wood,No dat,1,C,No dat,Mini-Splits,1.0,480017000,Arch Shingles,384,SHERIDAN AVE,1015,1 Story,3,,Single Family,2024
10348,903,0,3,Full Basement,Brick Veneer,441,Hardwood,1,1,C,0,Forced Air,1.00,480018000,Metal,903,SHERIDAN AVE,1017,1 Story,5,,Single Family,1953
10349,1082,0,3,Full Basement,Brick Veneer,754,Hardwood,1,2,C,1,Forced Air,1.00,480019000,Shingles,1082,HOLMES AVE,1008,1 Sty (Avg),6,,Single Family,1955
10350,962,0,3,Full Basement,Brick Veneer,710,Hardwood,1,1,C,0,Heat Pump,1.00,480020000,Shingles,962,HOLMES AVE,1010,1 Story,8,,Single Family,1955
10351,1117,0,6,Full Basement,Brick Veneer,1117,Hardwood,1,3,C +,0,Hot Water Radiator,1.00,480020100,Arch Shingles,1117,HOLMES AVE,1012,1 Story,12,,Single Family,1955
10352,936,0,2,Partial Basement,Brick Veneer,,Hardwood,1,1,C,0,Forced Air,1.00,480020200,Arch Shingles,1048,HOLMES AVE,1014,1 Sty w/ Bsmt,6,,Single Family,1959
10353,936,0,4,Full Basement,Brick Veneer,586,Hardwood,1,1,C,0,Forced Air,1.00,480020300,Arch Shingles,936,HOLMES AVE,1016,1 Story,7,,Single Family,1959
10354,936,0,5,Full Basement,Brick Veneer,741,Hardwood,1,2,C -,0,Forced Air,1.00,480020400,Arch Shingles,936,HOLMES AVE,1018,1 Story,10,,Single Family-1 Conversion,1959
10355,903,0,2,Full Basement,Brick Veneer,,Hardwood,1,1,C,0,Forced Air,1.00,480021000,Shingles,903,SHERIDAN AVE,1019,1 Story,5,,Single Family,1953
10356,1082,0,3,Full Basement,Brick Veneer,712,Hardwood,1,1,C,1,Forced Air,1.00,480022000,Arch Shingles,1100,SHERIDAN AVE,1021,1 Story,9,,Single Family,1953
10357,800,0,5,Full Basement,Brick Veneer,750,Hardwood,1,3,C +,0,Heat Pump,1.66,480023000,Arch Shingles,1440,SHERIDAN AVE,1023,1.5 Story,8,,Single Family,1954
10358,962,0,3,Full Basement,Brick Veneer,962,Hardwood,1,1,C,0,Forced Air,1.00,480023100,Shingles,962,SHERIDAN AVE,1025,1 Story,6,,Single Family,1953
10359,962,0,3,Full Basement,Brick Veneer,680,Hardwood,1,1,C,0,Forced Air,1.00,480023200,Arch Shingles,962,SHERIDAN AVE,1027,1 Story,7,,Single Family,1953
10360,,0,3,No Basement,Brick Veneer,,Hardwood,1,1,C,0,Heat Pump,1.00,480024000,Shingles,962,SHERIDAN AVE,1028,1 Story,6,,Single Family,1954
10361,962,0,3,Full Basement,Brick Veneer,623,Hardwood,1,2,C,0,Forced Air,1.00,480024100,Shingles,962,SHERIDAN AVE,1030,1 Sty w/ Bsmt,7,,Single Family,1954
10362,572,0,3,Full Basement,Wood,,W/W Carpet,1,1,C,1,Heat Pump,2.00,480024200,Shingles,1196,ST CHARLES AVE,1029,2 Story,6,,Single Family,1979
10363,775,0,3,Full Basement,Brick Veneer,,Hardwood,1,1,C,0,Forced Air,1.50,480025000,Arch Shingles,1163,SHERIDAN AVE,1026,1.5 Story,6,,Single Family,1954
10364,,0,3,No Basement,Brick Veneer,,Hardwood,1,1,C,0,Forced Air,1.00,480026000,Arch Shingles,1002,SHERIDAN AVE,1024,1 Story,6,,Single Family,1954
10365,,0,2,No Basement,Brick Veneer,,Hardwood,1,1,C,0,Forced Air,1.00,480027000,Shingles,834,SHERIDAN AVE,1022,1 Sty No Bsmt,4,,Single Family,1955
10366,,0,2,No Basement,Brick Veneer,,Hardwood,1,1,C +,0,Forced Air,1.00,480028000,Arch Shingles,940,SHERIDAN AVE,1020,1 Sty No Bsmt,4,,Single Family,1953
10367,,0,2,No Basement,Brick Veneer,,Hardwood,1,1,C,0,Forced Air,1.00,480029000,Shingles,841,SHERIDAN AVE,1018,1 Story,4,,Single Family,1953
10368,,0,2,No Basement,Brick Veneer,,Hardwood,1,1,C,0,Forced Air,1.00,480030000,Shingles,800,SHERIDAN AVE,1016,1 Sty No Bsmt,5,,Single Family,1953
10369,,0,2,No Basement,Brick Veneer,,Hardwood,1,1,C,0,Heat Pump,1.00,480031000,Arch Shingles,920,SHERIDAN AVE,1014,1 Sty No Bsmt,5,,Single Family,1953
10370,843,0,2,Full Basement,Brick Veneer,,Hardwood,1,1,C,0,Forced Air,1.00,480032000,Shingles,843,SHERIDAN AVE,1012,1 Story,4,,Single Family,1952
10371,,0,3,No Basement,Brick Veneer,,Hardwood,0,2,C,0,Heat Pump,1.00,480033000,Arch Shingles,1196,SHERIDAN AVE,1010,1 Sty No Bsmt,5,,Single Family,1952
10372,,0,2,No Basement,Brick Veneer,,Hardwood,0,1,C,0,Forced Air,1.00,480034000,Arch Shingles,936,SHERIDAN AVE,1008,1 Sty No Bsmt,5,,Single Family,1952
10373,,0,3,No Basement,Brick Veneer,,Hardwood,1,1,C,0,Baseboard,1.00,480035000,Arch Shingles,850,SHERIDAN AVE,1006,1 Story,5,,Single Family,1953
10374,850,0,4,Full Basement,Brick Veneer,850,Vinyl,1,2,C,0,Heat Pump,1.50,480036000,Arch Shingles,1275,CALHOUN ST,801,1 Sty w/ Bsmt,8,,Duplex,1953
10375,910,0,2,Full Basement,Brick Veneer,,Hardwood,0,1,C +,0,Forced Air,1.50,480037000,Shingles,1365,CALHOUN ST,803,1.5 Story,4,,Single Family,1955
10376,1076,0,4,Partial Basement,Vinyl,1036,Hardwood,1,4,C +,0,Forced Air,1.00,480038000,Arch Shingles,1318,ST CHARLES AVE,1001,1 Sty w/ Bsmt,8,,Single Family,1997
10377,988,0,4,Partial Basement,Vinyl,897,Hardwood,1,3,C +,0,Forced Air,1.00,480039000,Arch Shingles,1192,ST CHARLES AVE,1003,1 Story,8,,Single Family,1994
10378,825,0,2,Full Basement,Brick Veneer,563,Hardwood,1,1,C,0,Forced Air,1.50,480040000,Arch Shingles,825,ST CHARLES AVE,1005,1.5 Sty (Avg),5,,Single Family,1958
10379,903,0,3,Partial Basement,Brick Veneer,445,Hardwood,2,2,C++,0,Forced Air,1.00,480041000,Arch Shingles,1072,ST CHARLES AVE,1007,1 Story,6,,Single Family,1952
10380,875,0,2,Full Basement,Brick Veneer,,Hardwood,1,1,C,0,Forced Air,1.00,480042000,Shingles,875,ST CHARLES AVE,1009,1 Sty w/ Bsmt,5,,Single Family,1952
10381,750,0,3,Walkout Basement,Brick Veneer,750,Hardwood,1,2,B,0,Heat Pump,2.00,480043000,Arch Shingles,1800,ST CHARLES AVE,1011,2 Sty Excellent,6,,Single Family,1952
10382,1123,0,4,Full Basement,Brick Veneer,1003,Hardwood,2,2,C +,0,Forced Air,1.00,480044000,Shingles,1123,ST CHARLES AVE,1013,1 Story,11,,Single Family-1 Conversion,1952
10383,980,0,3,Full Basement,Brick Veneer,,Hardwood,1,1,C,0,Forced Air,1.00,480045000,Shingles,980,ST CHARLES AVE,1015,1 Story,6,,Single Family,1953
10384,962,0,3,Full Basement,Brick Veneer,480,Hardwood,1,2,C +,0,Heat Pump,1.00,480046000,Metal,962,ST CHARLES AVE,1017,1 Sty (Avg),7,,Single Family,1955
10385,1075,0,4,Walkout Basement,Brick Veneer,400,Hardwood,1,1,C,1,Forced Air,1.00,480047000,Arch Shingles,1075,ST CHARLES AVE,1019,1 Story,7,,Single Family,1961
10386,1075,0,3,Full Basement,Brick Veneer,530,Hardwood,0,2,C,1,Heat Pump,1.00,480048000,Shingles,1075,ST CHARLES AVE,1021,1 Story,7,,Single Family,1961
10387,1075,0,3,Full Basement,Brick Veneer,530,Hardwood,1,1,C,1,Forced Air,1.00,480049000,Shingles,1075,ST CHARLES AVE,1023,1 Story,6,,Single Family,1962
10388,1125,0,4,Full Basement,Brick Veneer,1125,Hardwood,1,2,C +,1,Forced Air,1.00,480050000,Arch Shingles,1125,ST CHARLES AVE,1025,1 Story,5,,Single Family-1 Conversion,1963
10389,572,0,3,Partial Basement,Wood,291,W/W Carpet,0,1,C,1,Heat Pump,2.00,480051000,Arch Shingles,1196,ST CHARLES AVE,1027,2 Story,6,,Single Family,1979
10390,529,No dat,3,Cellar,Stucco,,Hardwood,No dat,2,B++,No dat,Forced Air,2.00,480052000,Metal,2193,LOCUST AVE,1043,2 Sty Excellent,6,,Single Family,1910
10391,1032,0,3,Full Basement,Brick Veneer,1032,Hardwood,0,2,C +,0,Baseboard,1.00,480052100,Arch Shingles,1032,ST CHARLES AVE,1038,Split-Foyer (Avg),9,,Single Family,1963
10392,1032,0,3,Full Basement,Brick Veneer,234,Hardwood,0,2,C +,0,Heat Pump,1.00,480053000,Shingles,1032,ST CHARLES AVE,1032,Split-Foyer,7,,Single Family,1962
10393,622,0,3,Partial Basement,Brick Veneer,334,Hardwood,1,1,B++,No dat,Hot Water Radiator,1.50,480054000,Shingles,2118,LOCUST AVE,1039,1.5 Story,6,,Single Family,1935
10394,920,0,4,Partial Basement,Brick Veneer,607,Hardwood,2,2,A -,1,Hot Water Radiator,2.00,480054100,Shingles,2428,LOCUST AVE,1035,2 Sty Excellent,11,,Single Family,1940
10395,,0,1,No Basement,Wood,,Hardwood,0,1,C++,0,Forced Air,1.00,480054100,Shingles,864,LOCUST AVE,1035,1 Sty No Bsmt,3,,Single Family,1940
10396,1516,0,3,Partial Basement,Hardy Board,528,Hardwood,0,2,C +,0,Forced Air,1.00,480055000,Arch Shingles,1640,ST CHARLES AVE,1030,Split-Foyer (Avg),8,,Single Family,1963
10397,1382,0,4,Partial Basement,Stucco,,Hardwood,2,3,A,1,Hot Water Radiator,2.00,480056000,Metal,3212,LOCUST AVE,1033,2 Sty Excellent,9,,Single Family,1910
10398,,No dat,2,No Basement,Concrete Block,,Hardwood,No dat,1,C,No dat,Floor Furnace,1.00,480056000,Arch Shingles,960,LOCUST AVE,1033,1 Story,5,,Single Family,1957
10399,1175,0,4,Partial Basement,Brick Veneer,1060,Hardwood,2,3,C,0,Forced Air,1.00,480056100,Shingles,1527,ST CHARLES AVE,1028,1 Story,9,,Single Family-1 Conversion,1961
10400,1368,0,3,Partial Basement,Brick Veneer,100,Hardwood,2,3,B -,No dat,Hot Water Radiator,1.66,480057000,Shingles,2658,LOCUST AVE,1027,1.5 Sty (Avg),8,,Single Family,1963
10401,,0,2,No Basement,Brick Veneer,,W/W Carpet,0,1,C,0,Forced Air,1.00,480057000,Shingles,864,LOCUST AVE,1027,1 Story,4,,Single Family,1963
10402,,0,2,No Basement,Vinyl,,W/W Carpet,1,2,C +,0,Forced Air,1.00,480057100,Shingles,1269,ST CHARLES AVE,1024,1 Sty (Avg),5,,Single Family,1997
10403,,0,4,No Basement,Wood,,Heart Pine,6,3,A -,1,Hot Water Radiator,2.00,480058000,Metal,3396,LOCUST AVE,1025,2 Sty Excellent,9,,Single Family-1 Conversion,1900
10404,962,0,4,Partial Basement,Brick Veneer,705,Hardwood,1,2,C,0,Forced Air,1.00,480058100,Arch Shingles,1106,ST CHARLES AVE,1022,1 Story,10,,Single Family,1954
10405,825,0,4,Full Basement,Brick Veneer,825,Hardwood,0,2,C -,0,Forced Air,1.00,480058200,Arch Shingles,825,ST CHARLES AVE,1020,1 Sty w/ Bsmt,8,,Single Family-1 Conversion,1954
10406,728,0,3,Partial Basement,Brick Veneer,630,Hardwood,2,2,B++,1,Hot Water Radiator,2.00,480059000,Metal,2568,LOCUST AVE,1019,2 Sty Superior,9,,Single Family,1940
10407,880,0,3,Partial Basement,Asbestos,,Hardwood,0,2,C,0,Forced Air,1.00,480060000,Arch Shingles,1374,ST CHARLES AVE,1018,1 Story,6,,Single Family,1954
10408,646,0,3,Partial Basement,Stucco,64,Hardwood,0,3,C -,0,Forced Air,1.50,480061000,Arch Shingles,1496,ST CHARLES AVE,1016,1.5 Sty (Avg),7,A,Single Family-1 Conversion,1940
10409,578,0,3,Partial Basement,Brick Veneer,,Hardwood,0,2,B +,0,Hot Water Radiator,1.75,480062000,Metal,2023,LOCUST AVE,1017,1.5 Sty Excellent,7,,Single Family,1941
10410,960,1,4,Full Basement,Brick Veneer,,Hardwood,1,2,B +,0,Forced Air,1.50,480063000,Arch Shingles,1680,LOCUST AVE,1015,1.5 Story,7,,Single Family,1952
10411,812,1,4,Full Basement,Vinyl,400,Hardwood,0,1,C++,0,Baseboard,1.33,480064000,Arch Shingles,1080,ST CHARLES AVE,1014,1.5 Sty (Avg),6,,Single Family,1947
10412,812,0,4,Walkout Basement,Perma-Stone,706,Hardwood,0,2,C,0,Forced Air,1.50,480065000,Shingles,1295,ST CHARLES AVE,1012,1.5 Story,8,,Single Family-1 Conversion,1946
10413,580,0,2,Partial Basement,Brick Veneer,,Hardwood,1,2,B +,0,Forced Air,1.50,480066000,Arch Shingles,1782,LOCUST AVE,1013,1.5 Sty Excellent,6,,Single Family,1920
10414,1365,0,5,Partial Basement,Brick Veneer,1365,Hardwood,1,3,B,0,Hot Water Radiator,1.50,480067000,Arch Shingles,2208,LOCUST AVE,1009,1.5 Story,9,,Single Family,1950
10415,,0,2,No Basement,Concrete Block,,None,0,1,C,0,Hot Water Radiator,1.00,480067000,Shingles,884,LOCUST AVE,1009,1 Story,4,,Single Family,1950
10416,621,0,4,Partial Basement,Aluminum,180,Hardwood,0,3,C,0,Forced Air,2.00,480068000,Shingles,1918,ST CHARLES AVE,1010,2 Story,7,,Single Family,1947
